season,date,home_team,away_team,full_time_home_goals,full_time_away_goals,full_time_result,home_goals_avg_5,away_goals_avg_5,home_odds,draw_odds,away_odds,leakage_guard
2012/13,12/05/13,Norwich,West Brom,4,0,H,,,2.2,3.4,3.6,Only rows before current match
2012/13,12/05/13,QPR,Newcastle,1,2,A,,,3.4,3.4,2.3,Only rows before current match
2012/13,12/05/13,Stoke,Tottenham,1,2,A,,,4.5,3.6,1.91,Only rows before current match
2012/13,12/05/13,Sunderland,Southampton,1,1,D,,,2.8,3.2,2.8,Only rows before current match
2012/13,14/05/13,Arsenal,Wigan,4,1,H,,,1.4,5.5,8,Only rows before current match
2012/13,14/05/13,Reading,Man City,0,2,A,,,6,4.33,1.6,Only rows before current match
2012/13,19/05/13,Chelsea,Everton,2,1,H,,,1.7,4,5.5,Only rows before current match
2012/13,19/05/13,Liverpool,QPR,1,0,H,,,1.25,7,12,Only rows before current match
2012/13,19/05/13,Man City,Norwich,2,3,A,2.000,,1.33,5.5,11,Only rows before current match
2012/13,19/05/13,Newcastle,Arsenal,0,1,A,,4.000,6,4.6,1.55,Only rows before current match
2012/13,19/05/13,Southampton,Stoke,1,1,D,,,1.75,3.8,5.25,Only rows before current match
2012/13,19/05/13,Swansea,Fulham,0,3,A,,,1.8,3.8,4.75,Only rows before current match
2012/13,19/05/13,Tottenham,Sunderland,1,0,H,,,1.29,6,12,Only rows before current match
2012/13,19/05/13,West Brom,Man United,5,5,D,,,4.5,3.9,1.83,Only rows before current match
2012/13,19/05/13,West Ham,Reading,4,2,H,,,1.67,4,5.75,Only rows before current match
2012/13,19/05/13,Wigan,Aston Villa,2,2,D,,,2.15,3.6,3.6,Only rows before current match
2013/14,17/08/13,Arsenal,Aston Villa,1,3,A,,2.000,1.44,4.75,8,Only rows before current match
2013/14,17/08/13,Liverpool,Stoke,1,0,H,,,1.4,5,9.5,Only rows before current match
2013/14,17/08/13,Norwich,Everton,2,2,D,,,3.2,3.4,2.4,Only rows before current match
2013/14,17/08/13,Sunderland,Fulham,0,1,A,,,2.3,3.4,3.4,Only rows before current match
2013/14,17/08/13,Swansea,Man United,1,4,A,,,4.2,3.5,2,Only rows before current match
2013/14,17/08/13,West Brom,Southampton,0,1,A,,,2.4,3.4,3.2,Only rows before current match
2013/14,17/08/13,West Ham,Cardiff,2,0,H,,,2,3.6,4,Only rows before current match
2013/14,18/08/13,Chelsea,Hull,2,0,H,,,1.2,7,21,Only rows before current match
2013/14,18/08/13,Crystal Palace,Tottenham,0,1,A,,,4.75,3.75,1.83,Only rows before current match
2013/14,19/08/13,Man City,Newcastle,4,0,H,,,1.33,5.5,11,Only rows before current match
2013/14,21/08/13,Chelsea,Aston Villa,2,1,H,2.000,,1.29,5.5,10,Only rows before current match
2013/14,24/08/13,Aston Villa,Liverpool,0,1,A,1.000,,4,3.75,1.95,Only rows before current match
2013/14,24/08/13,Everton,West Brom,0,0,D,,,1.57,4.33,6.5,Only rows before current match
2013/14,24/08/13,Fulham,Arsenal,1,3,A,,,3.8,3.5,2.1,Only rows before current match
2013/14,24/08/13,Hull,Norwich,1,0,H,,,2.45,3.4,3.1,Only rows before current match
2013/14,24/08/13,Newcastle,West Ham,0,0,D,,,2.3,3.4,3.4,Only rows before current match
2013/14,24/08/13,Southampton,Sunderland,1,1,D,,,1.73,3.8,5.5,Only rows before current match
2013/14,24/08/13,Stoke,Crystal Palace,2,1,H,,,1.83,3.6,5,Only rows before current match
2013/14,25/08/13,Cardiff,Man City,3,2,H,,,8.5,4.75,1.44,Only rows before current match
2013/14,25/08/13,Tottenham,Swansea,1,0,H,,,1.62,4,6.5,Only rows before current match
2013/14,26/08/13,Man United,Chelsea,0,0,D,,,2.45,3.4,3.1,Only rows before current match
2013/14,31/08/13,Cardiff,Everton,0,0,D,3.000,,3.25,3.4,2.38,Only rows before current match
2013/14,31/08/13,Crystal Palace,Sunderland,3,1,H,1.000,,2.6,3.3,3,Only rows before current match
2013/14,31/08/13,Man City,Hull,2,0,H,2.000,,1.17,8.5,19,Only rows before current match
2013/14,31/08/13,Newcastle,Fulham,1,0,H,,,2.15,3.4,3.75,Only rows before current match
2013/14,31/08/13,Norwich,Southampton,1,0,H,,,3,3.3,2.55,Only rows before current match
2013/14,31/08/13,West Ham,Stoke,0,1,A,,,2,3.4,4.33,Only rows before current match
2013/14,01/09/13,Arsenal,Tottenham,1,0,H,,,2.1,3.7,3.6,Only rows before current match
2013/14,01/09/13,Liverpool,Man United,1,0,H,,,2.63,3.4,2.88,Only rows before current match
2013/14,01/09/13,West Brom,Swansea,0,2,A,,,2.7,3.4,2.8,Only rows before current match
2013/14,14/09/13,Aston Villa,Newcastle,1,2,A,,,2.15,3.4,3.8,Only rows before current match
2013/14,14/09/13,Everton,Chelsea,1,0,H,,,3.4,3.3,2.35,Only rows before current match
2013/14,14/09/13,Fulham,West Brom,1,1,D,,0.000,2.15,3.5,3.6,Only rows before current match
2013/14,14/09/13,Hull,Cardiff,1,1,D,,,2.45,3.25,3.25,Only rows before current match
2013/14,14/09/13,Man United,Crystal Palace,2,0,H,,,1.22,7,16,Only rows before current match
2013/14,14/09/13,Stoke,Man City,0,0,D,,,6,4,1.65,Only rows before current match
2013/14,14/09/13,Sunderland,Arsenal,1,3,A,,,6,3.9,1.67,Only rows before current match
2013/14,14/09/13,Tottenham,Norwich,2,0,H,,,1.45,4.75,8,Only rows before current match
2013/14,15/09/13,Southampton,West Ham,0,0,D,,,1.85,3.6,4.75,Only rows before current match
2013/14,16/09/13,Swansea,Liverpool,2,2,D,,,3.5,3.5,2.2,Only rows before current match
2013/14,21/09/13,Chelsea,Fulham,2,0,H,,,1.3,5.75,12,Only rows before current match
2013/14,21/09/13,Liverpool,Southampton,0,1,A,2.000,0.000,1.6,4,6.5,Only rows before current match
2013/14,21/09/13,Newcastle,Hull,2,3,A,,,1.85,3.5,5,Only rows before current match
2013/14,21/09/13,Norwich,Aston Villa,0,1,A,,,2.4,3.4,3.2,Only rows before current match
2013/14,21/09/13,West Brom,Sunderland,3,0,H,,,2.05,3.4,4.2,Only rows before current match
2013/14,21/09/13,West Ham,Everton,2,3,A,,,3.3,3.3,2.4,Only rows before current match
2013/14,22/09/13,Arsenal,Stoke,3,1,H,,,1.36,5.25,10,Only rows before current match
2013/14,22/09/13,Cardiff,Tottenham,0,1,A,,,4.5,3.6,1.91,Only rows before current match
2013/14,22/09/13,Crystal Palace,Swansea,0,2,A,,,3.5,3.4,2.25,Only rows before current match
2013/14,22/09/13,Man City,Man United,4,1,H,,,2.2,3.4,3.6,Only rows before current match
2013/14,28/09/13,Aston Villa,Man City,3,2,H,,4.000,6.5,4.2,1.57,Only rows before current match
2013/14,28/09/13,Fulham,Cardiff,1,2,A,,0.000,2.1,3.4,3.9,Only rows before current match
2013/14,28/09/13,Hull,West Ham,1,0,H,,,2.38,3.3,3.3,Only rows before current match
2013/14,28/09/13,Man United,West Brom,1,2,A,1.000,,1.3,5.75,12,Only rows before current match
2013/14,28/09/13,Southampton,Crystal Palace,2,0,H,,,1.45,4.5,8.5,Only rows before current match
2013/14,28/09/13,Swansea,Arsenal,1,2,A,,,3.2,3.4,2.38,Only rows before current match
2013/14,28/09/13,Tottenham,Chelsea,1,1,D,,,2.7,3.3,2.88,Only rows before current match
2013/14,29/09/13,Stoke,Norwich,0,1,A,,,1.95,3.4,4.5,Only rows before current match
2013/14,29/09/13,Sunderland,Liverpool,1,3,A,,,5.5,3.9,1.7,Only rows before current match
2013/14,30/09/13,Everton,Newcastle,3,2,H,,,1.65,4,6,Only rows before current match
2013/14,05/10/13,Cardiff,Newcastle,1,2,A,,2.000,2.45,3.4,3.1,Only rows before current match
2013/14,05/10/13,Fulham,Stoke,1,0,H,,0.000,2.4,3.3,3.3,Only rows before current match
2013/14,05/10/13,Hull,Aston Villa,0,0,D,,,2.45,3.3,3.2,Only rows before current match
2013/14,05/10/13,Liverpool,Crystal Palace,3,1,H,3.000,,1.2,7.5,17,Only rows before current match
2013/14,05/10/13,Man City,Everton,3,1,H,,3.000,1.67,4.2,5.5,Only rows before current match
2013/14,05/10/13,Sunderland,Man United,1,2,A,,,6,4,1.65,Only rows before current match
2013/14,06/10/13,Norwich,Chelsea,1,3,A,,,6.5,4,1.62,Only rows before current match
2013/14,06/10/13,Southampton,Swansea,2,0,H,,,2.1,3.5,3.8,Only rows before current match
2013/14,06/10/13,Tottenham,West Ham,0,3,A,,,1.44,4.75,8.5,Only rows before current match
2013/14,06/10/13,West Brom,Arsenal,1,1,D,,,4.9,4,1.75,Only rows before current match
2013/14,19/10/13,Arsenal,Norwich,4,1,H,1.000,1.000,1.29,6,12,Only rows before current match
2013/14,19/10/13,Chelsea,Cardiff,4,1,H,3.000,,1.25,6.5,15,Only rows before current match
2013/14,19/10/13,Everton,Hull,2,1,H,,,1.45,4.5,9,Only rows before current match
2013/14,19/10/13,Man United,Southampton,1,1,D,,,1.57,4.33,6.5,Only rows before current match
2013/14,19/10/13,Newcastle,Liverpool,2,2,D,,,4.5,3.9,1.83,Only rows before current match
2013/14,19/10/13,Stoke,West Brom,0,0,D,,,2.3,3.3,3.5,Only rows before current match
2013/14,19/10/13,Swansea,Sunderland,4,0,H,,,1.62,4,6.5,Only rows before current match
2013/14,19/10/13,West Ham,Man City,1,3,A,,,5.5,3.8,1.73,Only rows before current match
2013/14,20/10/13,Aston Villa,Tottenham,0,2,A,,,4,3.5,2.05,Only rows before current match
2013/14,21/10/13,Crystal Palace,Fulham,1,4,A,,,2.75,3.3,2.8,Only rows before current match
2013/14,26/10/13,Aston Villa,Everton,0,2,A,0.000,,3.4,3.4,2.3,Only rows before current match
2013/14,26/10/13,Crystal Palace,Arsenal,0,2,A,1.000,,11,5,1.36,Only rows before current match
2013/14,26/10/13,Liverpool,West Brom,4,1,H,,,1.44,4.75,8,Only rows before current match
2013/14,26/10/13,Man United,Stoke,3,2,H,,,1.33,5.5,11,Only rows before current match
2013/14,26/10/13,Norwich,Cardiff,0,0,D,,,2.2,3.4,3.6,Only rows before current match
2013/14,26/10/13,Southampton,Fulham,2,0,H,,,1.62,4,6.5,Only rows before current match
2013/14,27/10/13,Chelsea,Man City,2,1,H,,,2.38,3.4,3.2,Only rows before current match
2013/14,27/10/13,Sunderland,Newcastle,2,1,H,,,2.9,3.3,2.63,Only rows before current match
2013/14,27/10/13,Swansea,West Ham,0,0,D,,,1.75,3.8,5.25,Only rows before current match
2013/14,27/10/13,Tottenham,Hull,1,0,H,,,1.44,4.75,8,Only rows before current match
2013/14,02/11/13,Arsenal,Liverpool,2,0,H,,,2.3,3.5,3.3,Only rows before current match
2013/14,02/11/13,Fulham,Man United,1,3,A,,,6.5,4.2,1.57,Only rows before current match
2013/14,02/11/13,Hull,Sunderland,1,0,H,0.000,2.000,2.15,3.4,3.8,Only rows before current match
2013/14,02/11/13,Man City,Norwich,7,0,H,,,1.2,7.5,18,Only rows before current match
2013/14,02/11/13,Newcastle,Chelsea,2,0,H,,,6,4.2,1.62,Only rows before current match
2013/14,02/11/13,Stoke,Southampton,1,1,D,,,3.3,3.3,2.4,Only rows before current match
2013/14,02/11/13,West Brom,Crystal Palace,2,0,H,,,1.55,4.2,7,Only rows before current match
2013/14,02/11/13,West Ham,Aston Villa,0,0,D,,,2.25,3.5,3.4,Only rows before current match
2013/14,03/11/13,Cardiff,Swansea,1,0,H,,,3.4,3.4,2.3,Only rows before current match
2013/14,03/11/13,Everton,Tottenham,0,0,D,,,2.5,3.4,3,Only rows before current match
2013/14,09/11/13,Aston Villa,Cardiff,2,0,H,0.000,1.000,2,3.5,4.2,Only rows before current match
2013/14,09/11/13,Chelsea,West Brom,2,2,D,,2.000,1.29,6,12,Only rows before current match
2013/14,09/11/13,Crystal Palace,Everton,0,0,D,,0.000,6.5,4,1.62,Only rows before current match
2013/14,09/11/13,Liverpool,Fulham,4,0,H,,,1.25,6.5,15,Only rows before current match
2013/14,09/11/13,Norwich,West Ham,3,1,H,,,2.63,3.3,2.9,Only rows before current match
2013/14,09/11/13,Southampton,Hull,4,1,H,,,1.62,3.8,7,Only rows before current match
2013/14,10/11/13,Man United,Arsenal,1,0,H,,,2.35,3.5,3.2,Only rows before current match
2013/14,10/11/13,Sunderland,Man City,1,0,H,,,9,5,1.4,Only rows before current match
2013/14,10/11/13,Swansea,Stoke,3,3,D,,,2,3.4,4.33,Only rows before current match
2013/14,10/11/13,Tottenham,Newcastle,0,1,A,,,1.57,4.33,6.5,Only rows before current match
2013/14,23/11/13,Arsenal,Southampton,2,0,H,0.000,4.000,1.62,4.2,6,Only rows before current match
2013/14,23/11/13,Everton,Liverpool,3,3,D,,,3,3.4,2.5,Only rows before current match
2013/14,23/11/13,Fulham,Swansea,1,2,A,,3.000,3.3,3.3,2.38,Only rows before current match
2013/14,23/11/13,Hull,Crystal Palace,0,1,A,,,1.85,3.5,5,Only rows before current match
2013/14,23/11/13,Newcastle,Norwich,2,1,H,1.000,,1.8,3.8,4.75,Only rows before current match
2013/14,23/11/13,Stoke,Sunderland,2,0,H,,,2.15,3.3,3.9,Only rows before current match
2013/14,23/11/13,West Ham,Chelsea,0,3,A,,,6,4.2,1.62,Only rows before current match
2013/14,24/11/13,Cardiff,Man United,2,2,D,,,6,4,1.65,Only rows before current match
2013/14,24/11/13,Man City,Tottenham,6,0,H,,,1.7,4,5.5,Only rows before current match
2013/14,25/11/13,West Brom,Aston Villa,2,2,D,,,2.15,3.4,3.8,Only rows before current match
2013/14,30/11/13,Aston Villa,Sunderland,0,0,D,2.000,0.000,2,3.4,4.33,Only rows before current match
2013/14,30/11/13,Cardiff,Arsenal,0,3,A,2.000,,6.5,4,1.62,Only rows before current match
2013/14,30/11/13,Everton,Stoke,4,0,H,,,1.62,4,6.25,Only rows before current match
2013/14,30/11/13,Newcastle,West Brom,2,1,H,,2.000,2.05,3.5,4,Only rows before current match
2013/14,30/11/13,Norwich,Crystal Palace,1,0,H,,,2,3.4,4.33,Only rows before current match
2013/14,30/11/13,West Ham,Fulham,3,0,H,,,1.91,3.5,4.6,Only rows before current match
2013/14,01/12/13,Chelsea,Southampton,3,1,H,,,1.57,4.2,6.5,Only rows before current match
2013/14,01/12/13,Hull,Liverpool,3,1,H,,,6.5,4,1.62,Only rows before current match
2013/14,01/12/13,Man City,Swansea,3,0,H,,,1.29,6,13,Only rows before current match
2013/14,01/12/13,Tottenham,Man United,2,2,D,,,2.8,3.5,2.63,Only rows before current match
2013/14,03/12/13,Crystal Palace,West Ham,1,0,H,,3.000,3.25,3.3,2.4,Only rows before current match
2013/14,04/12/13,Arsenal,Hull,2,0,H,,3.000,1.2,7.5,17,Only rows before current match
2013/14,04/12/13,Fulham,Tottenham,1,2,A,,2.000,5.8,3.9,1.67,Only rows before current match
2013/14,04/12/13,Liverpool,Norwich,5,1,H,,,1.29,6,12,Only rows before current match
2013/14,04/12/13,Man United,Everton,0,1,A,2.000,,1.73,3.75,5.5,Only rows before current match
2013/14,04/12/13,Southampton,Aston Villa,2,3,A,,,1.7,3.8,5.75,Only rows before current match
2013/14,04/12/13,Stoke,Cardiff,0,0,D,,,2.1,3.4,4,Only rows before current match
2013/14,04/12/13,Sunderland,Chelsea,3,4,A,,,6.5,4.33,1.55,Only rows before current match
2013/14,04/12/13,Swansea,Newcastle,3,0,H,,,2.2,3.5,3.5,Only rows before current match
2013/14,04/12/13,West Brom,Man City,2,3,A,,,6,4.2,1.62,Only rows before current match
2013/14,07/12/13,Crystal Palace,Cardiff,2,0,H,,0.000,2.8,3.3,2.75,Only rows before current match
2013/14,07/12/13,Liverpool,West Ham,4,1,H,,,1.29,6,12,Only rows before current match
2013/14,07/12/13,Man United,Newcastle,0,1,A,,0.000,1.53,4.33,7,Only rows before current match
2013/14,07/12/13,Southampton,Man City,1,1,D,,3.000,5.25,3.8,1.75,Only rows before current match
2013/14,07/12/13,Stoke,Chelsea,3,2,H,,,6.5,4.2,1.57,Only rows before current match
2013/14,07/12/13,Sunderland,Tottenham,1,2,A,,,4.5,3.6,1.91,Only rows before current match
2013/14,07/12/13,West Brom,Norwich,0,2,A,,,1.8,3.75,5,Only rows before current match
2013/14,08/12/13,Arsenal,Everton,1,1,D,,,1.7,3.8,5.75,Only rows before current match
2013/14,08/12/13,Fulham,Aston Villa,2,0,H,,,2.75,3.3,2.8,Only rows before current match
2013/14,09/12/13,Swansea,Hull,1,1,D,,,1.75,3.75,5.5,Only rows before current match
2013/14,14/12/13,Cardiff,West Brom,1,0,H,,0.000,2.63,3.4,2.88,Only rows before current match
2013/14,14/12/13,Chelsea,Crystal Palace,2,1,H,,,1.18,8,19,Only rows before current match
2013/14,14/12/13,Everton,Fulham,4,1,H,1.000,2.000,1.36,5,10.5,Only rows before current match
2013/14,14/12/13,Hull,Stoke,0,0,D,1.000,,2.3,3.3,3.5,Only rows before current match
2013/14,14/12/13,Man City,Arsenal,6,3,H,,,1.83,3.75,4.75,Only rows before current match
2013/14,14/12/13,Newcastle,Southampton,1,1,D,,,2.4,3.4,3.2,Only rows before current match
2013/14,14/12/13,West Ham,Sunderland,0,0,D,,,1.95,3.6,4.33,Only rows before current match
2013/14,15/12/13,Aston Villa,Man United,0,3,A,,,5.25,3.8,1.75,Only rows before current match
2013/14,15/12/13,Norwich,Swansea,1,1,D,,,2.88,3.3,2.7,Only rows before current match
2013/14,15/12/13,Tottenham,Liverpool,0,5,A,,,2.5,3.4,3,Only rows before current match
2013/14,21/12/13,Crystal Palace,Newcastle,0,3,A,,1.000,3.25,3.4,2.38,Only rows before current match
2013/14,21/12/13,Fulham,Man City,2,4,A,,,9.5,5.25,1.36,Only rows before current match
2013/14,21/12/13,Liverpool,Cardiff,3,1,H,5.000,,1.2,7.5,16,Only rows before current match
2013/14,21/12/13,Man United,West Ham,3,1,H,,,1.36,5.25,10,Only rows before current match
2013/14,21/12/13,Stoke,Aston Villa,2,1,H,,,2.3,3.25,3.5,Only rows before current match
2013/14,21/12/13,Sunderland,Norwich,0,0,D,,,2.05,3.5,4,Only rows before current match
2013/14,21/12/13,West Brom,Hull,1,1,D,,,1.95,3.5,4.5,Only rows before current match
2013/14,22/12/13,Southampton,Tottenham,2,3,A,,,2.55,3.3,3,Only rows before current match
2013/14,22/12/13,Swansea,Everton,1,2,A,,,3,3.4,2.5,Only rows before current match
2013/14,23/12/13,Arsenal,Chelsea,0,0,D,,,2.38,3.4,3.25,Only rows before current match
2013/14,26/12/13,Aston Villa,Crystal Palace,0,1,A,,,1.91,3.5,4.5,Only rows before current match
2013/14,26/12/13,Cardiff,Southampton,0,3,A,,2.000,3.3,3.3,2.38,Only rows before current match
2013/14,26/12/13,Chelsea,Swansea,1,0,H,0.000,1.000,1.33,5.5,10,Only rows before current match
2013/14,26/12/13,Everton,Sunderland,0,1,A,2.000,,1.36,5.25,9.5,Only rows before current match
2013/14,26/12/13,Hull,Man United,2,3,A,,,7,4.2,1.55,Only rows before current match
2013/14,26/12/13,Man City,Liverpool,2,1,H,,,1.75,4.2,4.6,Only rows before current match
2013/14,26/12/13,Newcastle,Stoke,5,1,H,,,1.75,3.8,5.25,Only rows before current match
2013/14,26/12/13,Norwich,Fulham,1,2,A,,,2.05,3.5,4,Only rows before current match
2013/14,26/12/13,Tottenham,West Brom,1,1,D,,,1.53,4.33,7,Only rows before current match
2013/14,26/12/13,West Ham,Arsenal,1,3,A,,,6.5,4,1.62,Only rows before current match
2013/14,28/12/13,Aston Villa,Swansea,1,1,D,,,3,3.3,2.55,Only rows before current match
2013/14,28/12/13,Cardiff,Sunderland,2,2,D,,,2.38,3.25,3.4,Only rows before current match
2013/14,28/12/13,Hull,Fulham,6,0,H,,2.000,2.05,3.4,4.1,Only rows before current match
2013/14,28/12/13,Man City,Crystal Palace,1,0,H,,,1.13,9.5,29,Only rows before current match
2013/14,28/12/13,Norwich,Man United,0,1,A,,,6.5,4.2,1.57,Only rows before current match
2013/14,28/12/13,West Ham,West Brom,3,3,D,,,2.38,3.4,3.25,Only rows before current match
2013/14,29/12/13,Chelsea,Liverpool,2,1,H,,,2.2,3.5,3.5,Only rows before current match
2013/14,29/12/13,Everton,Southampton,2,1,H,,,1.83,3.7,4.75,Only rows before current match
2013/14,29/12/13,Newcastle,Arsenal,0,1,A,,,4,3.7,2,Only rows before current match
2013/14,29/12/13,Tottenham,Stoke,3,0,H,,,1.44,4.33,8,Only rows before current match
2013/14,01/01/14,Arsenal,Cardiff,2,0,H,1.000,,1.29,6,13,Only rows before current match
2013/14,01/01/14,Crystal Palace,Norwich,1,1,D,,,2.38,3.3,3.3,Only rows before current match
2013/14,01/01/14,Fulham,West Ham,2,1,H,,,2.5,3.3,3.1,Only rows before current match
2013/14,01/01/14,Liverpool,Hull,2,0,H,,,1.3,6,11,Only rows before current match
2013/14,01/01/14,Man United,Tottenham,1,2,A,,3.000,1.8,3.8,4.75,Only rows before current match
2013/14,01/01/14,Southampton,Chelsea,0,3,A,,,4,3.5,2.05,Only rows before current match
2013/14,01/01/14,Stoke,Everton,1,1,D,,,4,3.3,2.1,Only rows before current match
2013/14,01/01/14,Sunderland,Aston Villa,0,1,A,,,2.15,3.4,3.75,Only rows before current match
2013/14,01/01/14,Swansea,Man City,2,3,A,,,5.75,4.25,1.62,Only rows before current match
2013/14,01/01/14,West Brom,Newcastle,1,0,H,,,2.6,3.4,2.88,Only rows before current match
2013/14,11/01/14,Cardiff,West Ham,0,2,A,,,2,3.5,4.1,Only rows before current match
2013/14,11/01/14,Everton,Norwich,2,0,H,1.000,,1.4,5,9,Only rows before current match
2013/14,11/01/14,Fulham,Sunderland,1,4,A,,0.000,2.2,3.3,3.75,Only rows before current match
2013/14,11/01/14,Hull,Chelsea,0,2,A,,,6.5,4,1.6,Only rows before current match
2013/14,11/01/14,Man United,Swansea,2,0,H,,,1.57,4,7,Only rows before current match
2013/14,11/01/14,Southampton,West Brom,1,0,H,,,1.83,3.7,4.75,Only rows before current match
2013/14,11/01/14,Tottenham,Crystal Palace,2,0,H,,,1.36,5,10,Only rows before current match
2013/14,12/01/14,Newcastle,Man City,0,2,A,,,5.25,4,1.7,Only rows before current match
2013/14,12/01/14,Stoke,Liverpool,3,5,A,,,5.75,4,1.67,Only rows before current match
2013/14,13/01/14,Aston Villa,Arsenal,1,2,A,,,6,4.2,1.62,Only rows before current match
2013/14,18/01/14,Arsenal,Fulham,2,0,H,2.000,,1.22,7,15,Only rows before current match
2013/14,18/01/14,Crystal Palace,Stoke,1,0,H,0.000,3.000,2.35,3.2,3.5,Only rows before current match
2013/14,18/01/14,Liverpool,Aston Villa,2,2,D,5.000,1.000,1.22,7,15,Only rows before current match
2013/14,18/01/14,Man City,Cardiff,4,2,H,,,1.13,11,23,Only rows before current match
2013/14,18/01/14,Norwich,Hull,1,0,H,,,2.4,3.3,3.25,Only rows before current match
2013/14,18/01/14,Sunderland,Southampton,2,2,D,,,3.2,3.3,2.45,Only rows before current match
2013/14,18/01/14,West Ham,Newcastle,1,3,A,,,3,3.4,2.5,Only rows before current match
2013/14,19/01/14,Chelsea,Man United,3,1,H,,,1.73,3.8,5.5,Only rows before current match
2013/14,19/01/14,Swansea,Tottenham,1,3,A,,,3.25,3.4,2.38,Only rows before current match
2013/14,20/01/14,West Brom,Everton,1,1,D,,,3.5,3.4,2.25,Only rows before current match
2013/14,28/01/14,Crystal Palace,Hull,1,0,H,,,2.5,3.2,3.2,Only rows before current match
2013/14,28/01/14,Liverpool,Everton,4,0,H,,1.000,1.83,3.9,4.5,Only rows before current match
2013/14,28/01/14,Man United,Cardiff,2,0,H,1.000,,1.25,6.5,15,Only rows before current match
2013/14,28/01/14,Norwich,Newcastle,0,0,D,,,2.7,3.4,2.8,Only rows before current match
2013/14,28/01/14,Southampton,Arsenal,2,2,D,,,4.33,3.5,1.95,Only rows before current match
2013/14,28/01/14,Swansea,Fulham,2,0,H,,,1.75,3.75,5.25,Only rows before current match
2013/14,29/01/14,Aston Villa,West Brom,4,3,H,,,2.6,3.3,3,Only rows before current match
2013/14,29/01/14,Chelsea,West Ham,0,0,D,,,1.18,8,19,Only rows before current match
2013/14,29/01/14,Sunderland,Stoke,1,0,H,,,2.1,3.4,3.9,Only rows before current match
2013/14,29/01/14,Tottenham,Man City,1,5,A,,,3.75,3.75,2.05,Only rows before current match
2013/14,01/02/14,Cardiff,Norwich,2,1,H,,,2.3,3.4,3.4,Only rows before current match
2013/14,01/02/14,Everton,Aston Villa,2,1,H,,4.000,1.53,4.33,7,Only rows before current match
2013/14,01/02/14,Fulham,Southampton,0,3,A,,,3.6,3.4,2.2,Only rows before current match
2013/14,01/02/14,Hull,Tottenham,1,1,D,,1.000,4,3.5,2.05,Only rows before current match
2013/14,01/02/14,Newcastle,Sunderland,0,3,A,,,1.95,3.5,4.33,Only rows before current match
2013/14,01/02/14,Stoke,Man United,2,1,H,,,7,4,1.57,Only rows before current match
2013/14,01/02/14,West Ham,Swansea,2,0,H,,,2.9,3.4,2.6,Only rows before current match
2013/14,02/02/14,Arsenal,Crystal Palace,2,0,H,,,1.22,7,16,Only rows before current match
2013/14,02/02/14,West Brom,Liverpool,1,1,D,,,5.75,4.33,1.62,Only rows before current match
2013/14,03/02/14,Man City,Chelsea,0,1,A,,,1.85,3.8,4.5,Only rows before current match
2013/14,08/02/14,Aston Villa,West Ham,0,2,A,,2.000,2.1,3.5,3.8,Only rows before current match
2013/14,08/02/14,Chelsea,Newcastle,3,0,H,1.000,,1.25,6.25,15,Only rows before current match
2013/14,08/02/14,Crystal Palace,West Brom,3,1,H,0.000,1.000,2.6,3.3,3,Only rows before current match
2013/14,08/02/14,Liverpool,Arsenal,5,1,H,1.000,,2.2,3.6,3.4,Only rows before current match
2013/14,08/02/14,Norwich,Man City,0,0,D,,0.000,9,5.5,1.36,Only rows before current match
2013/14,08/02/14,Southampton,Stoke,2,2,D,,,1.55,4,7.5,Only rows before current match
2013/14,08/02/14,Sunderland,Hull,0,2,A,,,2.15,3.4,3.8,Only rows before current match
2013/14,08/02/14,Swansea,Cardiff,3,0,H,,,1.85,3.6,4.75,Only rows before current match
2013/14,09/02/14,Man United,Fulham,2,2,D,,,1.2,7,19,Only rows before current match
2013/14,09/02/14,Tottenham,Everton,1,0,H,,,2.1,3.5,3.75,Only rows before current match
2013/14,11/02/14,Cardiff,Aston Villa,0,0,D,0.000,,2.5,3.4,3,Only rows before current match
2013/14,11/02/14,Hull,Southampton,0,1,A,2.000,,3,3.25,2.6,Only rows before current match
2013/14,11/02/14,West Brom,Chelsea,1,1,D,,,7.5,4.5,1.5,Only rows before current match
2013/14,11/02/14,West Ham,Norwich,2,0,H,,,2.05,3.5,4,Only rows before current match
2013/14,12/02/14,Arsenal,Man United,0,0,D,,,2.15,3.5,3.6,Only rows before current match
2013/14,12/02/14,Fulham,Liverpool,2,3,A,,,8,5.25,1.4,Only rows before current match
2013/14,12/02/14,Newcastle,Tottenham,0,4,A,,,3.3,3.5,2.3,Only rows before current match
2013/14,12/02/14,Stoke,Swansea,1,1,D,,,2.7,3.25,2.9,Only rows before current match
2013/14,22/02/14,Arsenal,Sunderland,4,1,H,0.000,,1.33,5.5,11,Only rows before current match
2013/14,22/02/14,Cardiff,Hull,0,4,A,,,2.75,3.2,2.88,Only rows before current match
2013/14,22/02/14,Chelsea,Everton,1,0,H,,,1.57,4,7,Only rows before current match
2013/14,22/02/14,Crystal Palace,Man United,0,2,A,,,6.5,4,1.6,Only rows before current match
2013/14,22/02/14,Man City,Stoke,1,0,H,,1.000,1.18,8,19,Only rows before current match
2013/14,22/02/14,West Brom,Fulham,1,1,D,,,1.8,3.9,4.75,Only rows before current match
2013/14,22/02/14,West Ham,Southampton,3,1,H,,,3.2,3.4,2.4,Only rows before current match
